participant,blockcode,trialnum,correct,latency1,stimoli,categorie,Condition,latency.cor,blocco,block,latency
18,Whitegood,12,1,878,wm4,BiancoMaschio,comp,878,prova_comp5,practiceWhitegood,878
18,Whitegood,14,1,853,fastidioso,Negativo,comp,853,prova_comp5,practiceWhitegood,853
18,Whitegood,16,1,956,wm1,BiancoMaschio,comp,956,prova_comp5,practiceWhitegood,956
18,Whitegood,18,1,600,pace,Positivo,comp,600,prova_comp5,practiceWhitegood,600
18,Whitegood,20,1,610,wf3,BiancoFem,comp,610,prova_comp5,practiceWhitegood,610
18,Whitegood,22,1,540,gloria,Positivo,comp,540,prova_comp5,practiceWhitegood,540
18,Whitegood,24,1,552,wm6,BiancoMaschio,comp,552,prova_comp5,practiceWhitegood,552
18,Whitegood,26,1,579,gioia,Positivo,comp,579,prova_comp5,practiceWhitegood,579
18,Whitegood,28,1,557,wf2,BiancoFem,comp,557,prova_comp5,practiceWhitegood,557
18,Whitegood,30,1,609,terribile,Negativo,comp,609,prova_comp5,practiceWhitegood,609
18,Whitegood,32,1,514,bf56,NeroFemmina,comp,514,prova_comp5,practiceWhitegood,514
18,Whitegood,34,1,671,orribile,Negativo,comp,671,prova_comp5,practiceWhitegood,671
18,Whitegood,36,1,518,bm56,NeroMaschio,comp,518,prova_comp5,practiceWhitegood,518
18,Whitegood,38,1,595,amore,Positivo,comp,595,prova_comp5,practiceWhitegood,595
18,Whitegood,40,1,637,bm14,NeroMaschio,comp,637,prova_comp5,practiceWhitegood,637
18,Whitegood,43,1,1373,bf14,NeroFemmina,comp,1373,test_comp5,testWhitegood,1373
18,Whitegood,45,1,640,felicità,Positivo,comp,640,test_comp5,testWhitegood,640
18,Whitegood,47,1,656,bf23,NeroFemmina,comp,656,test_comp5,testWhitegood,656
18,Whitegood,49,1,624,ridere,Positivo,comp,624,test_comp5,testWhitegood,624
18,Whitegood,51,1,688,wf2,BiancoFem,comp,688,test_comp5,testWhitegood,688
18,Whitegood,53,1,631,fallimento,Negativo,comp,631,test_comp5,testWhitegood,631
18,Whitegood,55,1,783,bf56,NeroFemmina,comp,783,test_comp5,testWhitegood,783
18,Whitegood,57,1,626,buono,Positivo,comp,626,test_comp5,testWhitegood,626
18,Whitegood,59,1,626,bm14,NeroMaschio,comp,626,test_comp5,testWhitegood,626
18,Whitegood,61,1,675,piacere,Positivo,comp,675,test_comp5,testWhitegood,675
18,Whitegood,63,1,737,bf23,NeroFemmina,comp,737,test_comp5,testWhitegood,737
18,Whitegood,65,1,942,cattivo,Negativo,comp,942,test_comp5,testWhitegood,942
18,Whitegood,67,1,729,wm6,BiancoMaschio,comp,729,test_comp5,testWhitegood,729
18,Whitegood,69,1,575,gioia,Positivo,comp,575,test_comp5,testWhitegood,575
18,Whitegood,71,1,761,wm1,BiancoMaschio,comp,761,test_comp5,testWhitegood,761
18,Whitegood,73,1,589,terribile,Negativo,comp,589,test_comp5,testWhitegood,589
18,Whitegood,75,1,671,bm23,NeroMaschio,comp,671,test_comp5,testWhitegood,671
18,Whitegood,77,1,630,piacere,Positivo,comp,630,test_comp5,testWhitegood,630
18,Whitegood,79,1,750,bm56,NeroMaschio,comp,750,test_comp5,testWhitegood,750
18,Whitegood,81,1,570,amore,Positivo,comp,570,test_comp5,testWhitegood,570
18,Whitegood,83,1,557,bf14,NeroFemmina,comp,557,test_comp5,testWhitegood,557
18,Whitegood,85,1,681,buono,Positivo,comp,681,test_comp5,testWhitegood,681
18,Whitegood,87,1,743,bm56,NeroMaschio,comp,743,test_comp5,testWhitegood,743
18,Whitegood,89,1,547,dolore,Negativo,comp,547,test_comp5,testWhitegood,547
18,Whitegood,91,1,623,wf3,BiancoFem,comp,623,test_comp5,testWhitegood,623
18,Whitegood,93,1,680,ridere,Positivo,comp,680,test_comp5,testWhitegood,680
18,Whitegood,95,1,686,bf23,NeroFemmina,comp,686,test_comp5,testWhitegood,686
18,Whitegood,97,1,660,gloria,Positivo,comp,660,test_comp5,testWhitegood,660
18,Whitegood,99,1,491,bm14,NeroMaschio,comp,491,test_comp5,testWhitegood,491
18,Whitegood,101,0,841,fallimento,Negativo,comp,1537,test_comp5,testWhitegood,1537
18,Whitegood,104,1,909,wf6,BiancoFem,comp,909,test_comp5,testWhitegood,909
18,Whitegood,106,1,819,male,Negativo,comp,819,test_comp5,testWhitegood,819
18,Whitegood,108,1,956,wm4,BiancoMaschio,comp,956,test_comp5,testWhitegood,956
18,Whitegood,110,1,832,fastidioso,Negativo,comp,832,test_comp5,testWhitegood,832
18,Whitegood,112,0,528,wm1,BiancoMaschio,comp,939,test_comp5,testWhitegood,939
18,Whitegood,115,1,788,felicità,Positivo,comp,788,test_comp5,testWhitegood,788
18,Whitegood,117,1,582,wf6,BiancoFem,comp,582,test_comp5,testWhitegood,582
18,Whitegood,119,1,752,orribile,Negativo,comp,752,test_comp5,testWhitegood,752
18,Whitegood,121,1,868,wm4,BiancoMaschio,comp,868,test_comp5,testWhitegood,868
18,Whitegood,123,1,1219,odio,Negativo,comp,1219,test_comp5,testWhitegood,1219
18,Whitebad,2,1,1241,amore,Positivo,inc,1241,prova_inc7,practiceWhitebad,1241
18,Whitebad,4,1,1369,bm14,NeroMaschio,inc,1369,prova_inc7,practiceWhitebad,1369
18,Whitebad,6,0,628,cattivo,Negativo,inc,1183,prova_inc7,practiceWhitebad,1183
18,Whitebad,9,1,1270,wf6,BiancoFem,inc,1270,prova_inc7,practiceWhitebad,1270
18,Whitebad,11,1,1445,pace,Positivo,inc,1445,prova_inc7,practiceWhitebad,1445
18,Whitebad,13,1,1717,bf23,NeroFemmina,inc,1717,prova_inc7,practiceWhitebad,1717
18,Whitebad,15,1,1018,orribile,Negativo,inc,1018,prova_inc7,practiceWhitebad,1018
18,Whitebad,17,1,875,wm4,BiancoMaschio,inc,875,prova_inc7,practiceWhitebad,875
18,Whitebad,19,1,1402,male,Negativo,inc,1402,prova_inc7,practiceWhitebad,1402
18,Whitebad,21,1,828,bm56,NeroMaschio,inc,828,prova_inc7,practiceWhitebad,828
18,Whitebad,23,1,2373,dolore,Negativo,inc,2373,prova_inc7,practiceWhitebad,2373
18,Whitebad,25,1,1232,bm23,NeroMaschio,inc,1232,prova_inc7,practiceWhitebad,1232
18,Whitebad,27,1,1185,fallimento,Negativo,inc,1185,prova_inc7,practiceWhitebad,1185
18,Whitebad,29,1,755,wm6,BiancoMaschio,inc,755,prova_inc7,practiceWhitebad,755
18,Whitebad,31,1,807,piacere,Positivo,inc,807,prova_inc7,practiceWhitebad,807
18,Whitebad,33,1,880,wf2,BiancoFem,inc,880,prova_inc7,practiceWhitebad,880
18,Whitebad,35,1,1127,terribile,Negativo,inc,1127,prova_inc7,practiceWhitebad,1127
18,Whitebad,37,1,660,bf56,NeroFemmina,inc,660,prova_inc7,practiceWhitebad,660
18,Whitebad,39,1,1340,buono,Positivo,inc,1340,prova_inc7,practiceWhitebad,1340
18,Whitebad,41,1,864,wf3,BiancoFem,inc,864,prova_inc7,practiceWhitebad,864
18,Whitebad,44,1,1137,bf14,NeroFemmina,inc,1137,test_inc7,testWhitebad,1137
18,Whitebad,46,1,1150,gloria,Positivo,inc,1150,test_inc7,testWhitebad,1150
18,Whitebad,48,1,570,bm56,NeroMaschio,inc,570,test_inc7,testWhitebad,570
18,Whitebad,50,1,557,felicità,Positivo,inc,557,test_inc7,testWhitebad,557
18,Whitebad,52,1,632,wm1,BiancoMaschio,inc,632,test_inc7,testWhitebad,632
18,Whitebad,54,0,849,gioia,Positivo,inc,1271,test_inc7,testWhitebad,1271
18,Whitebad,57,1,1446,wm6,BiancoMaschio,inc,1446,test_inc7,testWhitebad,1446
18,Whitebad,59,1,1519,fastidioso,Negativo,inc,1519,test_inc7,testWhitebad,1519
18,Whitebad,61,1,2004,wf6,BiancoFem,inc,2004,test_inc7,testWhitebad,2004
18,Whitebad,63,1,1574,ridere,Positivo,inc,1574,test_inc7,testWhitebad,1574
18,Whitebad,65,1,1601,bf56,NeroFemmina,inc,1601,test_inc7,testWhitebad,1601
18,Whitebad,67,1,659,piacere,Positivo,inc,659,test_inc7,testWhitebad,659
18,Whitebad,69,1,658,wf2,BiancoFem,inc,658,test_inc7,testWhitebad,658
18,Whitebad,71,1,762,odio,Negativo,inc,762,test_inc7,testWhitebad,762
18,Whitebad,73,1,757,bf23,NeroFemmina,inc,757,test_inc7,testWhitebad,757
18,Whitebad,75,0,944,fastidioso,Negativo,inc,1315,test_inc7,testWhitebad,1315
18,Whitebad,78,1,845,bf14,NeroFemmina,inc,845,test_inc7,testWhitebad,845
18,Whitebad,80,1,621,gioia,Positivo,inc,621,test_inc7,testWhitebad,621
18,Whitebad,82,1,662,wm4,BiancoMaschio,inc,662,test_inc7,testWhitebad,662
18,Whitebad,84,1,758,odio,Negativo,inc,758,test_inc7,testWhitebad,758
18,Whitebad,86,1,609,bm14,NeroMaschio,inc,609,test_inc7,testWhitebad,609
18,Whitebad,88,1,1635,gloria,Positivo,inc,1635,test_inc7,testWhitebad,1635
18,Whitebad,90,1,972,wm1,BiancoMaschio,inc,972,test_inc7,testWhitebad,972
18,Whitebad,92,1,1671,fallimento,Negativo,inc,1671,test_inc7,testWhitebad,1671
18,Whitebad,94,1,1310,wf3,BiancoFem,inc,1310,test_inc7,testWhitebad,1310
18,Whitebad,96,1,1172,terribile,Negativo,inc,1172,test_inc7,testWhitebad,1172
18,Whitebad,98,1,703,bm23,NeroMaschio,inc,703,test_inc7,testWhitebad,703
18,Whitebad,100,0,812,male,Negativo,inc,1192,test_inc7,testWhitebad,1192
18,Whitebad,103,0,1302,wm1,BiancoMaschio,inc,1680,test_inc7,testWhitebad,1680
18,Whitebad,106,1,1484,ridere,Positivo,inc,1484,test_inc7,testWhitebad,1484
18,Whitebad,108,0,643,wm6,BiancoMaschio,inc,1180,test_inc7,testWhitebad,1180
18,Whitebad,111,1,2852,dolore,Negativo,inc,2852,test_inc7,testWhitebad,2852
18,Whitebad,113,1,1237,wm4,BiancoMaschio,inc,1237,test_inc7,testWhitebad,1237
18,Whitebad,115,0,765,cattivo,Negativo,inc,1251,test_inc7,testWhitebad,1251
18,Whitebad,118,1,1204,bf14,NeroFemmina,inc,1204,test_inc7,testWhitebad,1204
18,Whitebad,120,1,1606,pace,Positivo,inc,1606,test_inc7,testWhitebad,1606
18,Whitebad,122,1,1143,bf23,NeroFemmina,inc,1143,test_inc7,testWhitebad,1143
18,Whitebad,124,0,772,felicità,Positivo,inc,1377,test_inc7,testWhitebad,1377
18,Whitebad,127,1,710,bf56,NeroFemmina,inc,710,test_inc7,testWhitebad,710
18,Whitebad,129,1,555,amore,Positivo,inc,555,test_inc7,testWhitebad,555
19,Whitegood,2,1,509,pace,Positivo,comp,509,prova_comp4,practiceWhitegood,509
19,Whitegood,4,1,610,bm14,NeroMaschio,comp,610,prova_comp4,practiceWhitegood,610
19,Whitegood,6,1,579,piacere,Positivo,comp,579,prova_comp4,practiceWhitegood,579
19,Whitegood,8,1,646,wm1,BiancoMaschio,comp,646,prova_comp4,practiceWhitegood,646
19,Whitegood,10,1,398,gioia,Positivo,comp,398,prova_comp4,practiceWhitegood,398
19,Whitegood,12,1,335,wf3,BiancoFem,comp,335,prova_comp4,practiceWhitegood,335
19,Whitegood,14,1,460,amore,Positivo,comp,460,prova_comp4,practiceWhitegood,460
19,Whitegood,16,1,354,wf2,BiancoFem,comp,354,prova_comp4,practiceWhitegood,354
19,Whitegood,18,1,478,buono,Positivo,comp,478,prova_comp4,practiceWhitegood,478
19,Whitegood,20,1,324,wf6,BiancoFem,comp,324,prova_comp4,practiceWhitegood,324
19,Whitegood,22,1,545,terribile,Negativo,comp,545,prova_comp4,practiceWhitegood,545
19,Whitegood,24,1,341,bm23,NeroMaschio,comp,341,prova_comp4,practiceWhitegood,341
19,Whitegood,26,1,705,cattivo,Negativo,comp,705,prova_comp4,practiceWhitegood,705
19,Whitegood,28,1,358,bf14,NeroFemmina,comp,358,prova_comp4,practiceWhitegood,358
19,Whitegood,30,1,530,ridere,Positivo,comp,530,prova_comp4,practiceWhitegood,530
19,Whitegood,32,1,502,wm4,BiancoMaschio,comp,502,prova_comp4,practiceWhitegood,502
19,Whitegood,34,1,580,gloria,Positivo,comp,580,prova_comp4,practiceWhitegood,580
19,Whitegood,36,1,510,bf56,NeroFemmina,comp,510,prova_comp4,practiceWhitegood,510
19,Whitegood,38,1,644,dolore,Negativo,comp,644,prova_comp4,practiceWhitegood,644
19,Whitegood,40,1,435,bm56,NeroMaschio,comp,435,prova_comp4,practiceWhitegood,435
19,Whitegood,43,1,438,bf23,NeroFemmina,comp,438,test_comp4,testWhitegood,438
19,Whitegood,45,1,502,felicità,Positivo,comp,502,test_comp4,testWhitegood,502
19,Whitegood,47,1,484,wm6,BiancoMaschio,comp,484,test_comp4,testWhitegood,484
19,Whitegood,49,1,514,fallimento,Negativo,comp,514,test_comp4,testWhitegood,514
19,Whitegood,51,1,399,bm56,NeroMaschio,comp,399,test_comp4,testWhitegood,399
19,Whitegood,53,1,601,gloria,Positivo,comp,601,test_comp4,testWhitegood,601
19,Whitegood,55,1,474,bm23,NeroMaschio,comp,474,test_comp4,testWhitegood,474
19,Whitegood,57,1,569,male,Negativo,comp,569,test_comp4,testWhitegood,569
19,Whitegood,59,1,492,wm1,BiancoMaschio,comp,492,test_comp4,testWhitegood,492
19,Whitegood,61,1,778,odio,Negativo,comp,778,test_comp4,testWhitegood,778
19,Whitegood,63,1,460,bf56,NeroFemmina,comp,460,test_comp4,testWhitegood,460
19,Whitegood,65,1,548,pace,Positivo,comp,548,test_comp4,testWhitegood,548
19,Whitegood,67,1,591,wm4,BiancoMaschio,comp,591,test_comp4,testWhitegood,591
19,Whitegood,69,1,642,fastidioso,Negativo,comp,642,test_comp4,testWhitegood,642
19,Whitegood,71,1,441,wf2,BiancoFem,comp,441,test_comp4,testWhitegood,441
19,Whitegood,73,1,514,orribile,Negativo,comp,514,test_comp4,testWhitegood,514
19,Whitegood,75,1,494,wf6,BiancoFem,comp,494,test_comp4,testWhitegood,494
19,Whitegood,77,0,781,ridere,Positivo,comp,835,test_comp4,testWhitegood,835
19,Whitegood,80,1,964,bf23,NeroFemmina,comp,964,test_comp4,testWhitegood,964
19,Whitegood,82,1,599,fallimento,Negativo,comp,599,test_comp4,testWhitegood,599
19,Whitegood,84,1,425,bf14,NeroFemmina,comp,425,test_comp4,testWhitegood,425
19,Whitegood,86,1,578,dolore,Negativo,comp,578,test_comp4,testWhitegood,578
19,Whitegood,88,1,516,wm6,BiancoMaschio,comp,516,test_comp4,testWhitegood,516
19,Whitegood,90,1,577,buono,Positivo,comp,577,test_comp4,testWhitegood,577
19,Whitegood,92,1,523,bm14,NeroMaschio,comp,523,test_comp4,testWhitegood,523
19,Whitegood,94,1,536,gioia,Positivo,comp,536,test_comp4,testWhitegood,536
19,Whitegood,96,1,540,wf3,BiancoFem,comp,540,test_comp4,testWhitegood,540
19,Whitegood,98,1,657,piacere,Positivo,comp,657,test_comp4,testWhitegood,657
19,Whitegood,100,1,456,bm23,NeroMaschio,comp,456,test_comp4,testWhitegood,456
19,Whitegood,102,1,480,odio,Negativo,comp,480,test_comp4,testWhitegood,480
19,Whitegood,104,1,486,bf56,NeroFemmina,comp,486,test_comp4,testWhitegood,486
19,Whitegood,106,0,476,male,Negativo,comp,933,test_comp4,testWhitegood,933
19,Whitegood,109,1,504,wf6,BiancoFem,comp,504,test_comp4,testWhitegood,504
19,Whitegood,111,1,677,orribile,Negativo,comp,677,test_comp4,testWhitegood,677
19,Whitegood,113,1,500,wm6,BiancoMaschio,comp,500,test_comp4,testWhitegood,500
19,Whitegood,115,1,513,terribile,Negativo,comp,513,test_comp4,testWhitegood,513
19,Whitegood,117,1,478,wf3,BiancoFem,comp,478,test_comp4,testWhitegood,478
19,Whitegood,119,1,677,felicità,Positivo,comp,677,test_comp4,testWhitegood,677
19,Whitegood,121,1,435,bf14,NeroFemmina,comp,435,test_comp4,testWhitegood,435
19,Whitegood,123,1,443,cattivo,Negativo,comp,443,test_comp4,testWhitegood,443
19,Whitebad,2,1,959,piacere,Positivo,inc,959,prova_inc6,practiceWhitebad,959
19,Whitebad,4,1,722,wf6,BiancoFem,inc,722,prova_inc6,practiceWhitebad,722
19,Whitebad,6,1,567,ridere,Positivo,inc,567,prova_inc6,practiceWhitebad,567
19,Whitebad,8,1,690,wf3,BiancoFem,inc,690,prova_inc6,practiceWhitebad,690
19,Whitebad,10,0,656,dolore,Negativo,inc,1046,prova_inc6,practiceWhitebad,1046
19,Whitebad,13,1,800,wm6,BiancoMaschio,inc,800,prova_inc6,practiceWhitebad,800
19,Whitebad,15,0,705,orribile,Negativo,inc,1286,prova_inc6,practiceWhitebad,1286
19,Whitebad,18,1,799,bm14,NeroMaschio,inc,799,prova_inc6,practiceWhitebad,799
19,Whitebad,20,1,641,felicità,Positivo,inc,641,prova_inc6,practiceWhitebad,641
19,Whitebad,22,1,472,bm56,NeroMaschio,inc,472,prova_inc6,practiceWhitebad,472
19,Whitebad,24,1,784,amore,Positivo,inc,784,prova_inc6,practiceWhitebad,784
19,Whitebad,26,1,362,bf14,NeroFemmina,inc,362,prova_inc6,practiceWhitebad,362
19,Whitebad,28,1,798,gloria,Positivo,inc,798,prova_inc6,practiceWhitebad,798
19,Whitebad,30,1,447,wm4,BiancoMaschio,inc,447,prova_inc6,practiceWhitebad,447
19,Whitebad,32,0,503,cattivo,Negativo,inc,866,prova_inc6,practiceWhitebad,866
19,Whitebad,35,1,742,bm23,NeroMaschio,inc,742,prova_inc6,practiceWhitebad,742
19,Whitebad,37,1,850,gioia,Positivo,inc,850,prova_inc6,practiceWhitebad,850
19,Whitebad,39,1,593,wm1,BiancoMaschio,inc,593,prova_inc6,practiceWhitebad,593
19,Whitebad,41,0,524,odio,Negativo,inc,859,prova_inc6,practiceWhitebad,859
19,Whitebad,44,1,554,bf56,NeroFemmina,inc,554,prova_inc6,practiceWhitebad,554
19,Whitebad,47,1,515,bf23,NeroFemmina,inc,515,test_inc6,testWhitebad,515
19,Whitebad,49,1,808,fastidioso,Negativo,inc,808,test_inc6,testWhitebad,808
19,Whitebad,51,1,577,wf2,BiancoFem,inc,577,test_inc6,testWhitebad,577
19,Whitebad,53,0,877,pace,Positivo,inc,1207,test_inc6,testWhitebad,1207
19,Whitebad,56,1,646,bm23,NeroMaschio,inc,646,test_inc6,testWhitebad,646
19,Whitebad,58,1,606,buono,Positivo,inc,606,test_inc6,testWhitebad,606
19,Whitebad,60,1,375,bm56,NeroMaschio,inc,375,test_inc6,testWhitebad,375
19,Whitebad,62,1,666,male,Negativo,inc,666,test_inc6,testWhitebad,666
19,Whitebad,64,1,529,bf14,NeroFemmina,inc,529,test_inc6,testWhitebad,529
19,Whitebad,66,1,774,buono,Positivo,inc,774,test_inc6,testWhitebad,774
19,Whitebad,68,1,361,bf56,NeroFemmina,inc,361,test_inc6,testWhitebad,361
19,Whitebad,70,1,741,fallimento,Negativo,inc,741,test_inc6,testWhitebad,741
19,Whitebad,72,1,425,bm14,NeroMaschio,inc,425,test_inc6,testWhitebad,425
19,Whitebad,74,1,714,gloria,Positivo,inc,714,test_inc6,testWhitebad,714
19,Whitebad,76,1,607,wm4,BiancoMaschio,inc,607,test_inc6,testWhitebad,607
19,Whitebad,78,1,520,piacere,Positivo,inc,520,test_inc6,testWhitebad,520
19,Whitebad,80,1,781,wm1,BiancoMaschio,inc,781,test_inc6,testWhitebad,781
19,Whitebad,82,0,544,terribile,Negativo,inc,914,test_inc6,testWhitebad,914
19,Whitebad,85,1,500,bf23,NeroFemmina,inc,500,test_inc6,testWhitebad,500
19,Whitebad,87,1,954,cattivo,Negativo,inc,954,test_inc6,testWhitebad,954
19,Whitebad,89,1,581,bm23,NeroMaschio,inc,581,test_inc6,testWhitebad,581
19,Whitebad,91,1,743,felicità,Positivo,inc,743,test_inc6,testWhitebad,743
19,Whitebad,93,1,467,wm6,BiancoMaschio,inc,467,test_inc6,testWhitebad,467
19,Whitebad,95,1,938,ridere,Positivo,inc,938,test_inc6,testWhitebad,938
19,Whitebad,97,1,398,bf14,NeroFemmina,inc,398,test_inc6,testWhitebad,398
19,Whitebad,99,1,688,orribile,Negativo,inc,688,test_inc6,testWhitebad,688
19,Whitebad,101,1,478,wf2,BiancoFem,inc,478,test_inc6,testWhitebad,478
19,Whitebad,103,1,909,amore,Positivo,inc,909,test_inc6,testWhitebad,909
19,Whitebad,105,1,634,wf6,BiancoFem,inc,634,test_inc6,testWhitebad,634
19,Whitebad,107,0,682,fallimento,Negativo,inc,1024,test_inc6,testWhitebad,1024
19,Whitebad,110,1,778,wf3,BiancoFem,inc,778,test_inc6,testWhitebad,778
19,Whitebad,112,1,853,odio,Negativo,inc,853,test_inc6,testWhitebad,853
19,Whitebad,114,1,541,wf2,BiancoFem,inc,541,test_inc6,testWhitebad,541
19,Whitebad,116,1,1097,gioia,Positivo,inc,1097,test_inc6,testWhitebad,1097
19,Whitebad,118,1,590,wm4,BiancoMaschio,inc,590,test_inc6,testWhitebad,590
19,Whitebad,120,1,761,dolore,Negativo,inc,761,test_inc6,testWhitebad,761
19,Whitebad,122,1,468,wf6,BiancoFem,inc,468,test_inc6,testWhitebad,468
19,Whitebad,124,0,627,male,Negativo,inc,1013,test_inc6,testWhitebad,1013
19,Whitebad,127,1,615,bf56,NeroFemmina,inc,615,test_inc6,testWhitebad,615
19,Whitebad,129,1,1032,fastidioso,Negativo,inc,1032,test_inc6,testWhitebad,1032
20,Whitegood,2,1,741,fastidioso,Negativo,comp,741,prova_comp5,practiceWhitegood,741
20,Whitegood,4,1,609,bm23,NeroMaschio,comp,609,prova_comp5,practiceWhitegood,609
20,Whitegood,6,1,914,amore,Positivo,comp,914,prova_comp5,practiceWhitegood,914
20,Whitegood,8,1,823,bf14,NeroFemmina,comp,823,prova_comp5,practiceWhitegood,823
20,Whitegood,10,1,1048,dolore,Negativo,comp,1048,prova_comp5,practiceWhitegood,1048
20,Whitegood,12,1,688,wf2,BiancoFem,comp,688,prova_comp5,practiceWhitegood,688
20,Whitegood,14,1,1278,terribile,Negativo,comp,1278,prova_comp5,practiceWhitegood,1278
20,Whitegood,16,1,693,wm1,BiancoMaschio,comp,693,prova_comp5,practiceWhitegood,693
20,Whitegood,18,1,683,gioia,Positivo,comp,683,prova_comp5,practiceWhitegood,683
20,Whitegood,20,1,553,bf56,NeroFemmina,comp,553,prova_comp5,practiceWhitegood,553
20,Whitegood,22,1,637,pace,Positivo,comp,637,prova_comp5,practiceWhitegood,637
20,Whitegood,24,1,581,bf23,NeroFemmina,comp,581,prova_comp5,practiceWhitegood,581
20,Whitegood,26,1,600,gloria,Positivo,comp,600,prova_comp5,practiceWhitegood,600
20,Whitegood,28,1,865,wf3,BiancoFem,comp,865,prova_comp5,practiceWhitegood,865
20,Whitegood,30,1,640,buono,Positivo,comp,640,prova_comp5,practiceWhitegood,640
20,Whitegood,32,1,632,bm14,NeroMaschio,comp,632,prova_comp5,practiceWhitegood,632
20,Whitegood,34,1,593,piacere,Positivo,comp,593,prova_comp5,practiceWhitegood,593
20,Whitegood,36,1,722,bm56,NeroMaschio,comp,722,prova_comp5,practiceWhitegood,722
20,Whitegood,38,1,671,ridere,Positivo,comp,671,prova_comp5,practiceWhitegood,671
20,Whitegood,40,1,614,wm6,BiancoMaschio,comp,614,prova_comp5,practiceWhitegood,614
20,Whitegood,43,1,576,bm23,NeroMaschio,comp,576,test_comp5,testWhitegood,576
20,Whitegood,45,1,612,felicità,Positivo,comp,612,test_comp5,testWhitegood,612
20,Whitegood,47,1,732,bf14,NeroFemmina,comp,732,test_comp5,testWhitegood,732
20,Whitegood,49,1,673,cattivo,Negativo,comp,673,test_comp5,testWhitegood,673
20,Whitegood,51,1,656,bm14,NeroMaschio,comp,656,test_comp5,testWhitegood,656
20,Whitegood,53,1,631,gioia,Positivo,comp,631,test_comp5,testWhitegood,631
20,Whitegood,55,1,679,wm4,BiancoMaschio,comp,679,test_comp5,testWhitegood,679
20,Whitegood,57,1,550,gloria,Positivo,comp,550,test_comp5,testWhitegood,550
20,Whitegood,59,1,514,wf6,BiancoFem,comp,514,test_comp5,testWhitegood,514
20,Whitegood,61,1,519,buono,Positivo,comp,519,test_comp5,testWhitegood,519
20,Whitegood,63,1,436,wf3,BiancoFem,comp,436,test_comp5,testWhitegood,436
20,Whitegood,65,1,573,fallimento,Negativo,comp,573,test_comp5,testWhitegood,573
20,Whitegood,67,1,608,wf2,BiancoFem,comp,608,test_comp5,testWhitegood,608
20,Whitegood,69,1,593,piacere,Positivo,comp,593,test_comp5,testWhitegood,593
20,Whitegood,71,1,635,wm4,BiancoMaschio,comp,635,test_comp5,testWhitegood,635
20,Whitegood,73,1,779,odio,Negativo,comp,779,test_comp5,testWhitegood,779
20,Whitegood,75,1,477,bm56,NeroMaschio,comp,477,test_comp5,testWhitegood,477
20,Whitegood,77,1,724,male,Negativo,comp,724,test_comp5,testWhitegood,724
20,Whitegood,79,1,497,bf56,NeroFemmina,comp,497,test_comp5,testWhitegood,497
20,Whitegood,81,1,479,orribile,Negativo,comp,479,test_comp5,testWhitegood,479
20,Whitegood,83,1,414,bf23,NeroFemmina,comp,414,test_comp5,testWhitegood,414
20,Whitegood,85,1,599,terribile,Negativo,comp,599,test_comp5,testWhitegood,599
20,Whitegood,87,1,801,wm1,BiancoMaschio,comp,801,test_comp5,testWhitegood,801
20,Whitegood,89,1,906,odio,Negativo,comp,906,test_comp5,testWhitegood,906
20,Whitegood,91,1,776,wf6,BiancoFem,comp,776,test_comp5,testWhitegood,776
20,Whitegood,93,1,699,cattivo,Negativo,comp,699,test_comp5,testWhitegood,699
20,Whitegood,95,1,488,bm56,NeroMaschio,comp,488,test_comp5,testWhitegood,488
20,Whitegood,97,1,567,ridere,Positivo,comp,567,test_comp5,testWhitegood,567
20,Whitegood,99,1,530,bm14,NeroMaschio,comp,530,test_comp5,testWhitegood,530
20,Whitegood,101,1,687,fastidioso,Negativo,comp,687,test_comp5,testWhitegood,687
20,Whitegood,103,1,533,wm6,BiancoMaschio,comp,533,test_comp5,testWhitegood,533
20,Whitegood,105,1,625,dolore,Negativo,comp,625,test_comp5,testWhitegood,625
20,Whitegood,107,1,641,wf3,BiancoFem,comp,641,test_comp5,testWhitegood,641
20,Whitegood,109,1,514,orribile,Negativo,comp,514,test_comp5,testWhitegood,514
20,Whitegood,111,1,518,wf2,BiancoFem,comp,518,test_comp5,testWhitegood,518
20,Whitegood,113,1,603,amore,Positivo,comp,603,test_comp5,testWhitegood,603
20,Whitegood,115,1,589,wm4,BiancoMaschio,comp,589,test_comp5,testWhitegood,589
20,Whitegood,117,1,679,fallimento,Negativo,comp,679,test_comp5,testWhitegood,679
20,Whitegood,119,1,501,bf56,NeroFemmina,comp,501,test_comp5,testWhitegood,501
20,Whitegood,121,1,627,felicità,Positivo,comp,627,test_comp5,testWhitegood,627
20,Whitebad,2,1,2028,amore,Positivo,inc,2028,prova_inc7,practiceWhitebad,2028
20,Whitebad,4,0,1716,bm14,NeroMaschio,inc,2340,prova_inc7,practiceWhitebad,2340
20,Whitebad,7,1,2640,ridere,Positivo,inc,2640,prova_inc7,practiceWhitebad,2640
20,Whitebad,9,0,913,wf3,BiancoFem,inc,1461,prova_inc7,practiceWhitebad,1461
20,Whitebad,12,1,832,gioia,Positivo,inc,832,prova_inc7,practiceWhitebad,832
20,Whitebad,14,1,1200,wm4,BiancoMaschio,inc,1200,prova_inc7,practiceWhitebad,1200
20,Whitebad,16,1,1218,fastidioso,Negativo,inc,1218,prova_inc7,practiceWhitebad,1218
20,Whitebad,18,1,651,wm1,BiancoMaschio,inc,651,prova_inc7,practiceWhitebad,651
